date,USDT_BTC,USDT_ETH,USDT_LTC,USDT_XMR,USDT_XRP
2016-11-04,0.026003222872511556,0.02523274041458179,0.015119955365589854,-0.02276535980110339,0.016766958189423864
2016-11-05,0.0004091698226347251,-0.0027919749380673764,-2.295918366534977e-08,0.04005018442622954,-0.00859180186326769
2016-11-06,0.004723869560683269,-0.01531531708952194,0.0002551224548370534,-0.010924145782766792,-0.017051157125456684
2016-11-07,-0.009722853284238941,-0.005397987191216758,-0.008721963806992972,0.12069466135458184,0.023558830782117735
2016-11-08,0.010907910094648532,0.002667647870481016,-0.011269207784045165,0.11804413710960993,-0.007279546447816032
2016-11-09,0.014511018877221504,-0.02292660458715612,0.0018214936247722413,0.0010188585031500885,-0.015198780487804986
2016-11-10,-0.009117562914449762,-0.012309741681007735,-0.010389607792207767,-0.026132631519254157,0.009046025135690305
2016-11-11,0.0025198196918407856,-0.022720793736893063,-0.0036740052397008505,0.1348045354231937,-0.015600570417332427
2016-11-12,-0.019011275197896693,-0.03681669455252912,-0.0065828889634029775,0.07948330782270618,0.010919676361687003
2016-11-13,-0.007003624335472858,0.020035260469661198,0.028635965676059305,-0.06794612008303114,-0.009940941361888056
2016-11-14,0.010348341113782356,-0.007911427672975924,0.0011112348543438344,0.11246808893480575,0.006265351980748068
2016-11-15,0.004170495511415684,0.01796413890781756,0.002495170048828932,-0.06402675160818583,0.008678505380896206
2016-11-16,0.04663741130508248,-0.01819766078431362,0.01592599280760343,-0.08093075807463579,-0.047834682629968706
2016-11-17,-0.005281696265534874,-0.00779682515585145,-0.014686298764979178,-0.0004602446531380977,0.006392658753173741
2016-11-18,0.017173766058147466,-0.038798731495263805,0.015807760967713858,0.006446141196497335,-0.0010898379970545324
2016-11-19,-0.001701673982983265,0.01061053657681188,0.00441652760428024,-0.020771523738872477,-0.014192325887597335
2016-11-20,-0.025195760932040123,-0.010610104448828372,-0.029157296350999284,0.00041598333774528484,-0.005109704537089921
2016-11-21,0.009020500191133651,0.010659984625302599,0.014498501734649505,0.024236768165446065,-0.03267973856209139
2016-11-22,0.012957958281117898,0.020567379805359387,-0.0037884791360258685,0.13008335308077523,-0.004121621621621663
2016-11-23,-0.011837740457897317,-0.009478993450799833,-0.005434225366553802,0.025098913228125186,-0.04409797136847815
2016-11-24,-0.002176968971952742,-0.06184899552549783,0.010048523195876236,-0.0186138372526633,-0.036130211852617444
2016-11-25,0.0033858436184859286,0.023684021251435317,-0.005486301187627718,-0.01129708845822186,-0.005888070692194436
2016-11-26,-0.009058834502296165,-0.015893553895410806,-0.01276783305774376,-0.010487869923762938,0.032713977143771444
2016-11-27,-0.005141234942058648,-0.029289755229687242,0.0012912279166099605,0.0702071526466801,-0.018042301932048366
2016-11-28,0.0021667308105308702,-0.030995966559826726,0.00367448399098369,-0.024844480745341624,-0.01228183203385802
2016-11-29,-0.00015045639393085342,-0.0649733508527428,-0.00952972057359347,-0.02315855736356487,-0.0060641916876200685
2016-11-30,0.009983588621444106,0.04849526140567195,0.0031331958224543044,0.17367712341722186,0.011096726190476192
2016-12-01,0.022342586323629066,-0.010971810665660553,0.018280353316176612,-0.04988882343678558,-0.02805181196161055
2016-12-02,0.02745103507284763,-0.08338727814103764,0.0032629547247395863,-0.029353695474213626,-0.006900394762544337
2016-12-03,-0.014780735175912718,0.02279509173580596,-0.0035665489519780547,-0.01481886760543294,-0.005855086606489368
2016-12-04,0.009863481126722418,-0.0579968277290962,-0.0007671797494247512,-0.04397738657209238,-0.014855828220858847
2016-12-05,-0.023915583152616993,-0.08444165589302444,-0.10801568002223616,0.0037909895507659552,-0.018575027167397895
2016-12-06,0.006464841053645642,0.15668297721607005,0.0006097982310222516,-0.03436738375310777,0.06284592065458616
2016-12-07,0.010391797348820342,0.059202987962004405,0.04451288978063972,0.04124817056769148,0.07462686567164178
2016-12-08,0.0031728061637457117,-0.011613928354506808,0.009580293667516226,-0.01784284544608028,-0.028302777777777788
2016-12-09,0.0009107848465867985,0.017688715917214992,-0.004935989159462473,0.02085755849047466,-0.009392214653055508
2016-12-10,0.007488094550323732,-0.036993554804311435,-0.0026872938649250555,-0.020572644804012552,-0.027205790050082945
2016-12-11,-0.009006673928672715,0.013086251316594799,0.00031471927973347746,0.014454465777279824,0.003616159099134375
2016-12-12,0.014453124947916729,0.03492770071921325,-0.004716220125795756,0.02288801861805556,-0.00980441420324718
2016-12-13,-0.0032088306380801956,-0.004746004585324259,-3.025506780507392e-05,0.011259296771426452,-0.001640298507462834
2016-12-14,0.000515065657989755,-0.026243279474006065,-0.008306369482704135,0.03212592633903388,0.014816841356194876
2016-12-15,5.507168597151946e-06,-0.05326883867887866,0.01016109163169343,0.011723478693806522,-0.005615693299470204
2016-12-16,0.00684130201491584,0.007316706729511457,-0.0014902929061613168,0.0008988775040033037,-0.008309629629629667
2016-12-17,0.015095735453329873,0.008951406649616356,0.020180484181568037,-0.021742678635771173,-0.030462016967661598
2016-12-18,-0.00608069959569757,-0.005459198986058289,-0.010405052636720091,0.031398601690422856,0.0015423728813559467
2016-12-19,0.004913050442242106,-0.032742361770332296,-0.004842379213465864,0.009625889807923338,-0.007693834317177961
2016-12-20,0.011115139789189099,0.013701940711462468,0.0038530914567360686,-0.026512917657447455,0.01853333333333329
2016-12-21,0.03365981258666295,0.021152956591787175,-0.012464612358118576,-0.01839158272913921,-0.0016272067755124242
2016-12-22,0.038371994825028066,-0.03904268143860268,0.020118822873538944,0.06989225971988877,-0.016595897146603367
2016-12-23,0.06750187797476204,-0.05153792715231775,0.24742330730762996,0.08005856448728688,-0.05069922480620159
2016-12-24,-0.027528344189442278,0.010645844911999713,-0.04257850010853059,0.00537840937353562,0.0513866591322214
2016-12-25,0.0030715667847163175,-0.009551083505516367,-0.031011445357408296,0.009365244536940764,-0.019825619055459875
2016-12-26,0.006298347468624899,0.012834821428571397,-0.0064103397095354175,0.05564246907216508,-0.009508716323296196
2016-12-27,0.03540667439024392,-0.010703516528925539,0.030693287869107744,0.2416850862975961,-0.0182384000000001
2016-12-28,0.0498568839860527,0.05815796721516686,0.03954106694082715,0.12178365220472753,0.026709539260855175
2016-12-29,-0.005863335043345241,0.09429739999999986,-0.0017468407774933192,-0.07843182197911858,0.027590914141494283
2016-12-30,-0.0162154177324898,-0.019506817077812877,-0.03180633373424713,-0.013258608236993541,-0.00899946244199612
2016-12-31,0.007538157516589816,-0.017894950818179045,-0.010836394176939934,0.0624518118735542,0.010922053913515084
2017-01-01,0.034352991118620224,0.01912124536363402,0.03126436781609199,0.015030162554426907,-0.021561846140562113
2017-01-02,0.019647844397953307,0.027867880842357806,0.026721268390548447,0.1453397835781387,-0.0046362176532418475
2017-01-03,0.017762511507851242,0.15066174201559868,-0.003445951460205876,-0.0012484394506866447,0.014981943457135216
2017-01-04,0.09536206730305663,0.14990158499948203,0.0028507843137255406,0.1375000043750001,0.031588388525792155
2017-01-05,-0.12077464788732395,-0.09099098468468458,-0.07849275261063504,-0.12093406931508877,-0.047391587698328075
2017-01-06,-0.10292350820985174,-0.0009910862171085277,-0.09365799933229857,-0.125632858303644,0.0025873056941358996
2017-01-07,0.012489374051339208,-0.017261911689224307,0.027367316946286913,-0.08406999702673523,0.009942545386611545
2017-01-08,0.009710773043224874,0.03579649325134171,0.016847122575582185,0.058890075348736914,-0.019378939629320135
2017-01-09,-0.015283842794759805,0.014895895951503979,0.0895299659959834,0.006817689331122034,-0.012644933154503213
2017-01-10,0.005654101995565375,0.01311520392054688,0.05100057894614851,-0.020767096688659947,0.1040854093909529
2017-01-11,-0.13811972107816117,-0.07319457395702733,-0.1498456316590564,-0.12297693169504575,-0.054146796417196
2017-01-12,0.027990986654238714,-0.013291532758717528,0.02367932391972083,0.005852559081940267,-0.02073488372093024
2017-01-13,0.02775270861983592,-0.0009534083454366682,-0.022526205858713122,-0.05169491525423742,0.05582100800157064
2017-01-14,-0.010318364430992766,0.0028298690580652597,0.011099849059229339,-0.0077145576407506855,0.01856994619753971
2017-01-15,0.0014975514584580907,0.00301897788791905,-0.00852153248049603,-0.03858256970996643,-0.009227580277592962
2017-01-16,0.012579381275104717,-0.01040698332542389,-0.017111040372825292,-0.006792880966405845,0.007380386329866262
2017-01-17,0.08890229270097816,0.07144965222014088,0.018212953225068107,0.16405982489065596,-0.011751309429514967
